,name,PC1,PC2,PC3,PC4,PC5,corDist,description,MaxDist,MeanDist,MaxDist/MeanDist,Gene_Symbol,Pfam,GOBiologicalProcess,SqrtOmega,logNumGOterms,Omega
16885,NM_032552_1,-6.341155378,2.213653515,-2.431724952,-0.138666581,0.144593776,0.65378339,"37978. Homo sapiens DAB2 interacting protein (DAB2IP), transcript variant 1, mRNA",0.0313282,0.01791387,1.748823692,DAB2IP,PF00168; PF00616; PF12004,GO:0001933 [Name: negative regulation of protein phosphorylation]; GO:0010976 [Name: positive regulation of neuron projection development]; GO:0032088 [Name: negative regulation of NF-kappaB transcription factor activity]; GO:0043124 [Name: negative regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0043254 [Name: regulation of protein complex assembly]; GO:0046580 [Name: negative regulation of Ras protein signal transduction]; GO:0071364 [Name: cellular response to epidermal growth factor stimulus]; GO:0098609 [Name: cell-cell adhesion]; GO:1900747 [Name: negative regulation of vascular endothelial growth factor signaling pathway]; GO:0010719 [Name: negative regulation of epithelial to mesenchymal transition]; GO:0071158 [Name: positive regulation of cell cycle arrest]; GO:0021814 [Name: cell motility involved in cerebral cortex radial glia guided migration]; GO:0000165 [Name: MAPK cascade]; GO:0008285 [Name: negative regulation of cell proliferation]; GO:0016525 [Name: negative regulation of angiogenesis]; GO:0043065 [Name: positive regulation of apoptotic process]; GO:0043087 [Name: regulation of GTPase activity]; GO:0043122 [Name: regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0046330 [Name: positive regulation of JNK cascade]; GO:0070373 [Name: negative regulation of ERK1 and ERK2 cascade]; GO:0021819 [Name: layer formation in cerebral cortex]; GO:0036324 [Name: vascular endothelial growth factor receptor-2 signaling pathway]; GO:0007049 [Name: cell cycle]; GO:0007257 [Name: activation of JUN kinase activity]; GO:0035148 [Name: tube formation]; GO:0043507 [Name: positive regulation of JUN kinase activity]; GO:0045732 [Name: positive regulation of protein catabolic process]; GO:0090090 [Name: negative regulation of canonical Wnt signaling pathway]; GO:0090129 [Name: positive regulation of synapse maturation]; GO:1903896 [Name: positive regulation of IRE1-mediated unfolded protein response]; GO:2001224 [Name: positive regulation of neuron migration]; GO:2001235 [Name: positive regulation of apoptotic signaling pathway]; GO:0010596 [Name: negative regulation of endothelial cell migration]; GO:0038026 [Name: reelin-mediated signaling pathway]; GO:0006954 [Name: inflammatory response]; GO:0014067 [Name: negative regulation of phosphatidylinositol 3-kinase signaling]; GO:0034260 [Name: negative regulation of GTPase activity]; GO:0043407 [Name: negative regulation of MAP kinase activity]; GO:0043553 [Name: negative regulation of phosphatidylinositol 3-kinase activity]; GO:0071347 [Name: cellular response to interleukin-1]; GO:0035924 [Name: cellular response to vascular endothelial growth factor stimulus]; GO:0071902 [Name: positive regulation of protein serine/threonine kinase activity]; GO:1900006 [Name: positive regulation of dendrite development]; GO:0001525 [Name: angiogenesis]; GO:0007252 [Name: I-kappaB phosphorylation]; GO:0010633 [Name: negative regulation of epithelial cell migration]; GO:0042059 [Name: negative regulation of epidermal growth factor receptor signaling pathway]; GO:0043547 [Name: positive regulation of GTPase activity]; GO:0048812 [Name: neuron projection morphogenesis]; GO:0050680 [Name: negative regulation of epithelial cell proliferation]; GO:0070317 [Name: negative regulation of G0 to G1 transition]; GO:0071222 [Name: cellular response to lipopolysaccharide]; GO:0000122 [Name: negative regulation of transcription from RNA polymerase II promoter]; GO:0000185 [Name: activation of MAPKKK activity]; GO:0045087 [Name: innate immune response]; GO:0045892 [Name: negative regulation of transcription. DNA-templated]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0035414 [Name: negative regulation of catenin import into nucleus]; GO:0048147 [Name: negative regulation of fibroblast proliferation]; GO:0006987 [Name: activation of signaling protein activity involved in unfolded protein response]; GO:0071356 [Name: cellular response to tumor necrosis factor]; GO:0072577 [Name: endothelial cell apoptotic process]; GO:1900744 [Name: regulation of p38MAPK cascade]; GO:0044257 [Name: cellular protein catabolic process]; GO:0008625 [Name: extrinsic apoptotic signaling pathway via death domain receptors]; GO:0030948 [Name: negative regulation of vascular endothelial growth factor receptor signaling pathway]; GO:0034144 [Name: negative regulation of toll-like receptor 4 signaling pathway]; GO:0043410 [Name: positive regulation of MAPK cascade]; GO:0043497 [Name: regulation of protein heterodimerization activity]; GO:0070059 [Name: intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress]; GO:2000599 [Name: negative regulation of cyclin catabolic process]; GO:0040008 [Name: regulation of growth]; GO:0071901 [Name: negative regulation of protein serine/threonine kinase activity]; GO:1901800 [Name: positive regulation of proteasomal protein catabolic process],0.272904117,3.951243719,0.074476657
16898,NM_052813_1,-5.434612159,6.668480037,-0.607219232,-1.736764914,0.833268996,0.635969587,"38629. Homo sapiens caspase recruitment domain family member 9 (CARD9), transcript variant 1, mRNA",0.05224,0.033087942,1.578822863,CARD9,PF00619,GO:0032755 [Name: positive regulation of interleukin-6 production]; GO:0042534 [Name: regulation of tumor necrosis factor biosynthetic process]; GO:0051607 [Name: defense response to virus]; GO:0032874 [Name: positive regulation of stress-activated MAPK cascade]; GO:0043123 [Name: positive regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0045087 [Name: innate immune response]; GO:0032495 [Name: response to muramyl dipeptide]; GO:0032760 [Name: positive regulation of tumor necrosis factor production]; GO:0042981 [Name: regulation of apoptotic process]; GO:0043330 [Name: response to exogenous dsRNA]; GO:0045408 [Name: regulation of interleukin-6 biosynthetic process]; GO:0050830 [Name: defense response to Gram-positive bacterium]; GO:0007249 [Name: I-kappaB kinase/NF-kappaB signaling]; GO:0009620 [Name: response to fungus]; GO:0045076 [Name: regulation of interleukin-2 biosynthetic process]; GO:0002223 [Name: stimulatory C-type lectin receptor signaling pathway]; GO:0032494 [Name: response to peptidoglycan]; GO:0042493 [Name: response to drug]; GO:0046330 [Name: positive regulation of JNK cascade],0.272249429,2.995732274,0.074119751
16920,NM_003978_1,-5.524895014,0.463545642,-1.435334771,0.374485253,-1.242236289,0.615896802,"28007. Homo sapiens proline-serine-threonine phosphatase interacting protein 1 (PSTPIP1), transcript variant 1, mRNA",0.0425671,0.027669626,1.538405339,PSTPIP1,PF00611; PF14604,GO:0006897 [Name: endocytosis]; GO:0007165 [Name: signal transduction]; GO:0006954 [Name: inflammatory response]; GO:0016477 [Name: cell migration]; GO:0007155 [Name: cell adhesion]; GO:0045087 [Name: innate immune response],0.271735541,1.945910149,0.073840204
16964,NM_004579_1,-5.574564975,0.798216776,-1.638926916,0.257806245,-0.045651404,0.618598727,"28559. Homo sapiens mitogen-activated protein kinase kinase kinase kinase 2 (MAP4K2), transcript variant 1, mRNA",0.0309936,0.018335297,1.69037897,MAP4K2,PF00069; PF00780,GO:0046330 [Name: positive regulation of JNK cascade]; GO:0006903 [Name: vesicle targeting]; GO:0006955 [Name: immune response]; GO:0006468 [Name: protein phosphorylation]; GO:0007257 [Name: activation of JUN kinase activity]; GO:0035556 [Name: intracellular signal transduction]; GO:0000185 [Name: activation of MAPKKK activity]; GO:0007254 [Name: JNK cascade]; GO:0045087 [Name: innate immune response],0.270174892,2.302585093,0.072994472
16976,NM_005433_1,-3.696636003,-1.772231132,-0.704817084,1.065908813,-0.399443418,0.551381782,"29347. Homo sapiens YES proto-oncogene 1, Src family tyrosine kinase (YES1), mRNA",0.0234348,0.011247852,2.083491203,YES1,PF00018; PF00017; PF07714,GO:0050731 [Name: positive regulation of peptidyl-tyrosine phosphorylation]; GO:0071300 [Name: cellular response to retinoic acid]; GO:0043114 [Name: regulation of vascular permeability]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0007169 [Name: transmembrane receptor protein tyrosine kinase signaling pathway]; GO:0036120 [Name: cellular response to platelet-derived growth factor stimulus]; GO:0048013 [Name: ephrin receptor signaling pathway]; GO:0050900 [Name: leukocyte migration]; GO:0038096 [Name: Fc-gamma receptor signaling pathway involved in phagocytosis]; GO:0031295 [Name: T cell costimulation]; GO:0042127 [Name: regulation of cell proliferation]; GO:0006464 [Name: cellular protein modification process]; GO:0038083 [Name: peptidyl-tyrosine autophosphorylation]; GO:0015758 [Name: glucose transport]; GO:0030154 [Name: cell differentiation]; GO:0045087 [Name: innate immune response]; GO:0071560 [Name: cellular response to transforming growth factor beta stimulus],0.26999143,2.890371758,0.072895372
16998,NM_012237_1,-5.25225381,1.42771845,-0.84464209,-0.077811943,0.008851087,0.602925765,"31244. Homo sapiens sirtuin 2 (SIRT2), transcript variant 1, mRNA",0.0345924,0.023462133,1.474392819,SIRT2,PF02146,GO:0000183 [Name: chromatin silencing at rDNA]; GO:0045843 [Name: negative regulation of striated muscle tissue development]; GO:0051781 [Name: positive regulation of cell division]; GO:0035729 [Name: cellular response to hepatocyte growth factor stimulus]; GO:0032436 [Name: positive regulation of proteasomal ubiquitin-dependent protein catabolic process]; GO:0071219 [Name: cellular response to molecule of bacterial origin]; GO:1901026 [Name: ripoptosome assembly involved in necroptotic process]; GO:0006348 [Name: chromatin silencing at telomere]; GO:0043066 [Name: negative regulation of apoptotic process]; GO:0031641 [Name: regulation of myelination]; GO:0021762 [Name: substantia nigra development]; GO:0048715 [Name: negative regulation of oligodendrocyte differentiation]; GO:0034599 [Name: cellular response to oxidative stress]; GO:0071872 [Name: cellular response to epinephrine stimulus]; GO:0016575 [Name: histone deacetylation]; GO:0022011 [Name: myelination in peripheral nervous system]; GO:0051775 [Name: response to redox state]; GO:0048012 [Name: hepatocyte growth factor receptor signaling pathway]; GO:0070446 [Name: negative regulation of oligodendrocyte progenitor proliferation]; GO:0051301 [Name: cell division]; GO:0061428 [Name: negative regulation of transcription from RNA polymerase II promoter in response to hypoxia]; GO:0061433 [Name: cellular response to caloric restriction]; GO:1900425 [Name: negative regulation of defense response to bacterium]; GO:2000777 [Name: positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia]; GO:0006351 [Name: transcription. DNA-templated]; GO:0007096 [Name: regulation of exit from mitosis]; GO:0014065 [Name: phosphatidylinositol 3-kinase signaling]; GO:0008285 [Name: negative regulation of cell proliferation]; GO:0051987 [Name: positive regulation of attachment of spindle microtubules to kinetochore]; GO:0034983 [Name: peptidyl-lysine deacetylation]; GO:0042177 [Name: negative regulation of protein catabolic process]; GO:0000122 [Name: negative regulation of transcription from RNA polymerase II promoter]; GO:0006342 [Name: chromatin silencing]; GO:0007067 [Name: mitotic nuclear division]; GO:0016458 [Name: gene silencing]; GO:0045087 [Name: innate immune response]; GO:0045599 [Name: negative regulation of fat cell differentiation]; GO:0045836 [Name: positive regulation of meiotic nuclear division]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0010507 [Name: negative regulation of autophagy]; GO:0044242 [Name: cellular lipid catabolic process]; GO:0070933 [Name: histone H4 deacetylation]; GO:2000378 [Name: negative regulation of reactive oxygen species metabolic process]; GO:0006471 [Name: protein ADP-ribosylation]; GO:0006476 [Name: protein deacetylation]; GO:0010801 [Name: negative regulation of peptidyl-threonine phosphorylation]; GO:0042325 [Name: regulation of phosphorylation]; GO:0043388 [Name: positive regulation of DNA binding]; GO:0043491 [Name: protein kinase B signaling]; GO:1900119 [Name: positive regulation of execution phase of apoptosis]; GO:0045892 [Name: negative regulation of transcription. DNA-templated]; GO:0070932 [Name: histone H3 deacetylation]; GO:0071456 [Name: cellular response to hypoxia]; GO:0090042 [Name: tubulin deacetylation]; GO:0051321 [Name: meiotic cell cycle]; GO:0006914 [Name: autophagy]; GO:0043161 [Name: proteasome-mediated ubiquitin-dependent protein catabolic process]; GO:0051726 [Name: regulation of cell cycle]; GO:1900195 [Name: positive regulation of oocyte maturation]; GO:1900226 [Name: negative regulation of NLRP3 inflammasome complex assembly],0.269167462,3.951243719,0.072451122
17169,NM_001142675_1,-4.182348377,0.405542172,-0.216735983,-0.22625825,-0.380771607,0.560479176,"6941. Homo sapiens chitinase domain containing 1 (CHID1), transcript variant 1, mRNA",0.0304908,0.017256775,1.766888626,CHID1,PF00704,GO:1900016 [Name: negative regulation of cytokine production involved in inflammatory response]; GO:0005975 [Name: carbohydrate metabolic process]; GO:0045087 [Name: innate immune response]; GO:0006032 [Name: chitin catabolic process],0.26414073,1.609437912,0.069770325
17188,NM_001278273_1,-3.808550994,-0.850739278,-0.624388665,0.746657758,0.07879681,0.548044157,"15075. Homo sapiens SRSF protein kinase 2 (SRPK2), transcript variant 3, mRNA",0.0182583,0.01005906,1.815109903,SRPK2,PF00069,GO:0000245 [Name: spliceosomal complex assembly]; GO:0010628 [Name: positive regulation of gene expression]; GO:0045070 [Name: positive regulation of viral genome replication]; GO:0045071 [Name: negative regulation of viral genome replication]; GO:0001525 [Name: angiogenesis]; GO:0035063 [Name: nuclear speck organization]; GO:0045787 [Name: positive regulation of cell cycle]; GO:0008284 [Name: positive regulation of cell proliferation]; GO:0030154 [Name: cell differentiation]; GO:0008380 [Name: RNA splicing]; GO:0035556 [Name: intracellular signal transduction]; GO:0043525 [Name: positive regulation of neuron apoptotic process]; GO:0048024 [Name: regulation of mRNA splicing. via spliceosome]; GO:0045087 [Name: innate immune response]; GO:0006468 [Name: protein phosphorylation],0.263567023,2.772588722,0.069467576
17195,NM_030912_1,-4.304146057,-1.077019426,-0.76920018,0.302178574,-0.976351515,0.574070726,"37284. Homo sapiens tripartite motif containing 8 (TRIM8), transcript variant 1, mRNA",0.0153903,0.008488464,1.813084192,TRIM8,PF15227,GO:0019827 [Name: stem cell population maintenance]; GO:0032897 [Name: negative regulation of viral transcription]; GO:0043123 [Name: positive regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0010508 [Name: positive regulation of autophagy]; GO:0016567 [Name: protein ubiquitination]; GO:0045087 [Name: innate immune response]; GO:0051091 [Name: positive regulation of sequence-specific DNA binding transcription factor activity]; GO:0051092 [Name: positive regulation of NF-kappaB transcription factor activity]; GO:0060333 [Name: interferon-gamma-mediated signaling pathway]; GO:1900182 [Name: positive regulation of protein localization to nucleus]; GO:0046597 [Name: negative regulation of viral entry into host cell]; GO:1902187 [Name: negative regulation of viral release from host cell],0.263317521,2.564949357,0.069336117
17263,NM_001282426_1,-6.084123139,2.612150487,-2.03512001,0.072642705,0.663056278,0.638892495,"15835. Homo sapiens phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma (PIK3CG), transcript variant 2, mRNA",0.0297323,0.01853513,1.604105272,PIK3CG,PF00792; PF00613; PF00454; PF00794,GO:0042098 [Name: T cell proliferation]; GO:0001816 [Name: cytokine production]; GO:0002679 [Name: respiratory burst involved in defense response]; GO:0006468 [Name: protein phosphorylation]; GO:0010897 [Name: negative regulation of triglyceride catabolic process]; GO:0030168 [Name: platelet activation]; GO:0042110 [Name: T cell activation]; GO:0043406 [Name: positive regulation of MAP kinase activity]; GO:0097284 [Name: hepatocyte apoptotic process]; GO:2000270 [Name: negative regulation of fibroblast apoptotic process]; GO:0036092 [Name: phosphatidylinositol-3-phosphate biosynthetic process]; GO:0032252 [Name: secretory granule localization]; GO:0051897 [Name: positive regulation of protein kinase B signaling]; GO:0055118 [Name: negative regulation of cardiac muscle contraction]; GO:0002675 [Name: positive regulation of acute inflammatory response]; GO:0006954 [Name: inflammatory response]; GO:0035747 [Name: natural killer cell chemotaxis]; GO:0002250 [Name: adaptive immune response]; GO:0007204 [Name: positive regulation of cytosolic calcium ion concentration]; GO:0014065 [Name: phosphatidylinositol 3-kinase signaling]; GO:0033628 [Name: regulation of cell adhesion mediated by integrin]; GO:0071320 [Name: cellular response to cAMP]; GO:0006661 [Name: phosphatidylinositol biosynthetic process]; GO:0006897 [Name: endocytosis]; GO:0007186 [Name: G-protein coupled receptor signaling pathway]; GO:0030593 [Name: neutrophil chemotaxis]; GO:0070527 [Name: platelet aggregation]; GO:0072672 [Name: neutrophil extravasation]; GO:0043303 [Name: mast cell degranulation]; GO:0045087 [Name: innate immune response]; GO:0001525 [Name: angiogenesis]; GO:0002407 [Name: dendritic cell chemotaxis]; GO:0010818 [Name: T cell chemotaxis]; GO:0046854 [Name: phosphatidylinositol phosphorylation]; GO:1903169 [Name: regulation of calcium ion transmembrane transport],0.26132643,3.583518938,0.068291503
17276,NM_005923_1,-6.005335644,-0.792040229,-2.849579566,1.671806183,-0.077134683,0.649056541,"29797. Homo sapiens mitogen-activated protein kinase kinase kinase 5 (MAP3K5), mRNA",0.0224735,0.012368681,1.816968171,MAP3K5,PF13281; PF00069,GO:0000186 [Name: activation of MAPKK activity]; GO:0007257 [Name: activation of JUN kinase activity]; GO:0016032 [Name: viral process]; GO:0043065 [Name: positive regulation of apoptotic process]; GO:0043280 [Name: positive regulation of cysteine-type endopeptidase activity involved in apoptotic process]; GO:0045663 [Name: positive regulation of myoblast differentiation]; GO:0070059 [Name: intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress]; GO:0008631 [Name: intrinsic apoptotic signaling pathway in response to oxidative stress]; GO:0070301 [Name: cellular response to hydrogen peroxide]; GO:1901216 [Name: positive regulation of neuron death]; GO:0000165 [Name: MAPK cascade]; GO:0006468 [Name: protein phosphorylation]; GO:0043507 [Name: positive regulation of JUN kinase activity]; GO:0046330 [Name: positive regulation of JNK cascade]; GO:0097300 [Name: programmed necrotic cell death]; GO:0045087 [Name: innate immune response]; GO:0097190 [Name: apoptotic signaling pathway]; GO:0034976 [Name: response to endoplasmic reticulum stress]; GO:0038066 [Name: p38MAPK cascade]; GO:0002931 [Name: response to ischemia]; GO:0007254 [Name: JNK cascade]; GO:1902170 [Name: cellular response to reactive nitrogen species],0.26066789,3.135494216,0.067947749
